id,nombre,dni,carrera,semestre,nota1,nota2,nota3,nota4
5574,Gabriela Gonzalez Mora,63832483,Electronica,7,16,13,15,12
5575,Valentina Guerrero Guerrero,77377592,Computacion,5,20,9,10,14
5576,Carlos Morales Herrera,66438200,Civil,3,16,9,16,15
5577,Nicolas Diaz Pena,52430121,Electronica,7,14,15,17,13
5578,Patricio Chavez Ramos,47853225,Mecanica,1,14,13,11,13
5579,Diana Reyes Herrera,33806097,Mecanica,4,12,17,11,9
5580,Valentina Munoz Molina,55276171,Ambiental,6,15,14,11,10
5581,Carlos Torres Torres,42498457,Civil,6,16,15,6,10
5582,Leonardo Diaz Martinez,16970207,Electrica,7,18,11,15,16
5583,Maria Diaz Fuentes,92487657,Mecanica,10,18,16,19,11
5584,Diego Alvarez Salinas,21679858,Civil,6,8,12,10,12
5585,Felipe Cano Silva,74431579,Biomedica,6,19,17,10,18
5586,Sofia Vega Sanchez,15460341,Mecanica,4,18,13,11,5
5587,Irene Molina Rojas,16877816,Computacion,3,17,9,10,8
5588,Fernando Pena Castillo,24832664,Industrial,6,11,9,16,11
5589,Matias Molina Rios,51113717,Electrica,4,12,12,10,14
5590,Mauricio Garcia Perez,30638530,Quimica,10,9,7,17,13
5591,Carolina Guerrero Gonzalez,23535193,Biomedica,4,8,14,7,6
5592,Tomas Cano Espinoza,66934117,Electrica,4,16,14,16,9
5593,Valentina Fernandez Romero,63447954,Civil,9,14,12,13,17
5594,Felipe Cano Salinas,17590432,Mecanica,10,13,16,13,14
5595,Monica Alvarez Delgado,53566380,Electrica,2,16,16,8,12
5596,Daniela Vargas Navarro,32490503,Biomedica,8,19,12,8,13
5597,Patricia Vega Medina,93931961,Industrial,1,8,14,9,16
5598,Rodrigo Rios Campos,10156257,Computacion,6,16,11,19,12
5599,Helena Soto Herrera,61728916,Mecanica,9,15,15,13,8
5600,Diego Munoz Soto,57145440,Sistemas,4,11,14,9,8
5601,Patricio Cano Romero,32188430,Ambiental,7,16,12,20,13
5602,Matias Cabrera Chavez,33618437,Electrica,4,16,18,11,16
5603,Monica Navarro Ramirez,30719341,Biomedica,9,17,14,11,13
5604,Laura Navarro Pena,98123673,Ambiental,1,15,12,12,15
5605,Valeria Cano Molina,81976034,Quimica,4,16,11,6,19
5606,Raul Flores Soto,61299525,Ambiental,10,9,9,13,10
5607,Irene Silva Mora,66224242,Industrial,9,18,18,14,15
5608,Adrian Rojas Navarro,76083339,Electronica,5,9,16,14,13
5609,Gloria Paredes Rojas,41346947,Ambiental,2,8,13,15,18
5610,Gustavo Mora Ramirez,64350463,Sistemas,2,20,12,12,11
5611,Leonardo Jimenez Diaz,98469386,Electronica,9,13,11,11,20
5612,Irene Flores Munoz,30787309,Computacion,5,17,15,11,11
5613,Andrea Castillo Aguilar,93466066,Civil,3,9,20,19,11
5614,Sebastian Fernandez Rios,39338645,Industrial,6,10,16,8,11
5615,Helena Torres Fernandez,39100754,Quimica,6,18,20,9,14
5616,Carolina Cruz Navarro,35421412,Electrica,8,8,17,17,18
5617,Diana Ortiz Vargas,40107987,Sistemas,5,14,13,10,20
5618,Nicolas Martinez Paredes,11936577,Industrial,7,13,17,12,12
5619,Andres Ruiz Cano,18910817,Industrial,5,10,20,18,9
5620,Valeria Fernandez Rios,21463034,Mecanica,7,11,13,13,3
5621,Patricia Perez Cruz,73494302,Sistemas,2,13,13,1,12
5622,Patricio Ruiz Cano,61579150,Industrial,1,2,8,16,16
5623,Julia Medina Flores,24755284,Industrial,9,8,15,16,15
5624,Gabriela Campos Perez,50056812,Electrica,9,10,16,13,9
5625,Irene Aguilar Espinoza,57900005,Electrica,6,18,18,16,18
5626,Marcelo Cruz Reyes,74394451,Electronica,3,15,16,12,17
5627,Lucia Ramos Aguilar,74766435,Civil,7,16,15,16,6
5628,Isabella Soto Castillo,23376376,Electrica,4,13,13,8,10
5629,Andres Castillo Alvarez,78407838,Electrica,9,10,8,17,11
5630,Ivan Morales Cano,46846012,Ambiental,10,17,8,15,8
5631,Carolina Alvarez Espinoza,88617309,Industrial,7,16,12,12,17
5632,Patricio Vega Silva,30617260,Electrica,5,7,10,14,11
5633,Marcelo Medina Flores,62252392,Sistemas,1,14,9,17,12
5634,Sofia Cruz Cano,54054070,Biomedica,10,17,10,8,14
5635,Andres Ramirez Vega,64656674,Quimica,5,13,11,15,18
5636,Emilio Medina Guerrero,22009802,Industrial,8,12,18,8,13
5637,Sofia Mora Reyes,53485214,Mecanica,8,15,12,12,7
5638,Sebastian Fernandez Campos,50021429,Biomedica,6,11,12,18,13
5639,Andrea Delgado Castillo,72194880,Sistemas,1,9,17,16,16
5640,Fernando Gonzalez Vargas,37473116,Quimica,10,12,5,7,18
5641,Javier Vega Ruiz,25694429,Quimica,7,12,15,8,16
5642,Cristian Herrera Cabrera,49681536,Electronica,5,16,15,12,10
5643,Elena Diaz Flores,57223493,Sistemas,2,16,14,13,15
5644,Elena Fuentes Ruiz,55526052,Ambiental,7,14,6,7,13
5645,Javier Cano Munoz,50198187,Industrial,6,13,18,10,7
5646,Oscar Morales Cruz,80983433,Computacion,5,12,18,20,12
5647,Mauricio Cabrera Gonzalez,79538947,Sistemas,9,12,20,13,15
5648,Tomas Gonzalez Garcia,87580523,Industrial,8,9,10,8,19
5649,Gloria Fernandez Gonzalez,76507247,Electrica,4,18,14,13,16
5650,Nicolas Castillo Fernandez,84370007,Quimica,3,4,11,14,18
5651,Camila Vargas Jimenez,63472385,Electrica,5,13,18,4,17
5652,Cristian Munoz Salinas,52784253,Computacion,4,13,11,16,6
5653,Beatriz Perez Lopez,79333325,Electronica,9,20,14,9,10
5654,Alejandro Silva Mendoza,89002538,Electrica,6,13,16,9,17
5655,Emilio Castillo Delgado,58114182,Computacion,6,13,10,12,7
5656,Nicolas Perez Ortiz,81302994,Electronica,6,12,13,11,10
5657,Rodrigo Navarro Fernandez,39478313,Electronica,7,12,19,10,9
5658,Matias Silva Lopez,11553366,Civil,3,11,9,10,13
5659,Raul Morales Martinez,74671835,Quimica,8,12,18,13,11
5660,Claudia Fuentes Rodriguez,57744482,Sistemas,5,8,10,10,18
5661,Mauricio Martinez Cabrera,69018685,Ambiental,4,15,20,12,14
5662,Andres Ramos Sanchez,23684245,Ambiental,3,7,15,14,17
5663,Nicolas Paredes Chavez,49408108,Electronica,2,14,16,19,14
5664,Cristian Cabrera Jimenez,35006806,Quimica,7,15,14,14,11
5665,Adrian Navarro Soto,33454177,Biomedica,7,9,8,7,8
5666,Sebastian Mora Chavez,13551927,Biomedica,9,11,19,17,12
5667,Diana Silva Vega,81344135,Ambiental,2,10,12,15,14
5668,Fernando Perez Mendoza,28472527,Electronica,10,13,16,15,12
5669,Elena Morales Romero,62847576,Civil,3,13,15,20,16
5670,Paula Castillo Jimenez,33136741,Computacion,3,9,9,16,14
5671,Pablo Delgado Gonzalez,41726033,Quimica,2,17,10,15,10
5672,Gustavo Ramos Mora,21433808,Ambiental,1,19,11,14,12
5673,Ricardo Aguilar Fuentes,79072211,Sistemas,1,15,16,12,3
5674,Raul Navarro Alvarez,76982381,Electronica,8,12,14,16,17
5675,Lucia Ruiz Cruz,42594474,Electronica,7,1,9,13,10
5676,Claudia Reyes Vega,64053952,Industrial,5,14,9,11,11
5677,Andrea Garcia Chavez,30126715,Civil,10,9,15,20,11
5678,Carlos Vega Cano,11470949,Ambiental,7,19,16,8,10
5679,Claudia Pena Rodriguez,17901688,Civil,1,17,17,12,15
5680,Patricia Morales Gonzalez,57266580,Quimica,10,12,19,9,20
5681,Fernando Aguilar Ortiz,41113661,Sistemas,2,8,12,16,11
5682,Nicolas Vega Alvarez,12698106,Electrica,2,12,12,9,17
5683,Maria Mora Delgado,34852799,Quimica,2,7,14,19,14
5684,Andrea Silva Delgado,81335825,Civil,5,1,8,12,13
5685,Laura Aguilar Pena,67454273,Electrica,5,10,16,8,15
5686,Raul Munoz Fuentes,91109779,Biomedica,3,12,13,8,16
5687,Cristian Morales Perez,23943989,Electronica,8,11,10,15,9
5688,Rodrigo Alvarez Sanchez,89387306,Electronica,4,12,12,15,11
5689,Monica Perez Torres,91162609,Electrica,5,14,14,12,15
5690,Fabian Torres Rodriguez,42211808,Ambiental,9,14,15,9,11
5691,Patricio Vargas Perez,24832088,Industrial,7,18,15,15,5
5692,Nicolas Salinas Guerrero,74800244,Biomedica,10,5,13,12,20
5693,Carolina Perez Chavez,69606336,Industrial,3,10,13,11,9
5694,Ricardo Ramirez Pena,64241523,Computacion,6,13,12,12,12
5695,Carlos Sanchez Espinoza,50587212,Ambiental,6,19,14,11,14
5696,Gloria Campos Cruz,77108882,Civil,6,11,16,8,16
5697,Tomas Sanchez Paredes,96266683,Civil,8,18,9,7,15
5698,Monica Perez Martinez,82633890,Ambiental,7,13,17,14,12
5699,Ignacio Molina Martinez,72100999,Electronica,10,16,10,16,10
5700,Valeria Morales Aguilar,63441879,Biomedica,5,9,14,12,14
5701,Helena Ruiz Castillo,11640593,Electronica,6,17,11,7,14
5702,Carlos Chavez Ramirez,35658164,Industrial,4,14,18,16,11
5703,Felipe Delgado Fuentes,22851476,Electrica,10,12,11,11,17
5704,Gabriela Guerrero Aguilar,17953158,Sistemas,3,10,13,6,11
5705,Beatriz Silva Flores,59880553,Ambiental,6,16,16,14,19
5706,Monica Cano Sanchez,34589640,Mecanica,10,8,11,14,13
5707,Julia Navarro Ramirez,98563553,Ambiental,9,13,11,17,10
5708,Valeria Mora Molina,85776075,Industrial,10,16,14,16,10
5709,Javier Perez Alvarez,29922097,Mecanica,2,10,14,9,12
5710,Felipe Cabrera Navarro,15179850,Sistemas,7,16,9,10,6
5711,Sofia Guerrero Soto,93174926,Sistemas,8,10,20,11,20
5712,Claudia Cano Morales,93948943,Biomedica,3,5,6,7,10
5713,Fernanda Reyes Ruiz,44691994,Computacion,3,20,11,18,12
5714,Valeria Silva Munoz,56158856,Industrial,9,14,16,13,12
5715,Rodrigo Ramirez Salinas,22836872,Mecanica,4,10,17,7,19
5716,Leonardo Ortiz Aguilar,95504865,Quimica,1,17,10,12,11
5717,Antonella Paredes Mendoza,32807893,Sistemas,10,15,12,17,16
5718,Leonardo Aguilar Espinoza,18410583,Sistemas,1,20,12,9,15
5719,Tomas Aguilar Vega,13199035,Computacion,5,18,14,17,15
5720,Diego Alvarez Soto,47844308,Biomedica,2,16,10,18,18
5721,Javier Aguilar Gonzalez,78984297,Ambiental,9,16,17,14,15
5722,Tomas Ramirez Ramirez,25182169,Civil,1,17,12,5,10
5723,Ignacio Rodriguez Mora,63771278,Sistemas,10,14,14,7,11
5724,Diego Ruiz Jimenez,65266396,Biomedica,3,14,16,12,9
5725,Diana Lopez Martinez,43822961,Computacion,6,5,8,15,8
5726,Alejandro Romero Ruiz,36913410,Quimica,7,15,15,17,20
5727,Ivan Chavez Guerrero,51880474,Quimica,2,14,16,9,12
5728,Carolina Aguilar Diaz,58680251,Computacion,9,12,14,14,15
5729,Lucia Torres Guerrero,18689311,Computacion,1,14,14,7,12
5730,Marcelo Vargas Cano,98863257,Electrica,10,15,11,13,14
5731,Sebastian Soto Paredes,32842802,Quimica,6,11,15,12,17
5732,Raul Vargas Aguilar,27500568,Industrial,4,7,9,6,17
5733,Claudia Aguilar Cabrera,33376060,Electrica,1,13,17,10,12
5734,Paula Sanchez Fernandez,77139805,Industrial,7,16,15,20,16
5735,Valeria Paredes Rojas,90833924,Sistemas,8,10,9,19,19
5736,Valentina Reyes Vega,97686784,Computacion,1,11,10,10,9
5737,Adrian Alvarez Cruz,83701140,Computacion,3,13,12,13,15
5738,Nicolas Fuentes Vega,41870052,Ambiental,7,17,19,9,16
5739,Renata Salinas Rodriguez,31614561,Sistemas,5,16,9,14,20
5740,Diego Diaz Navarro,54875118,Mecanica,7,15,14,16,14
5741,Ignacio Martinez Munoz,38382382,Mecanica,5,20,17,15,13
5742,Mauricio Diaz Ramos,99574958,Industrial,7,11,14,12,9
5743,Fabian Garcia Navarro,22255544,Mecanica,2,20,11,13,16
5744,Carolina Gonzalez Rojas,69760658,Ambiental,5,8,9,19,6
5745,Irene Molina Alvarez,97287456,Industrial,4,13,15,15,10
5746,Nicolas Cano Ramos,32018236,Mecanica,8,11,20,11,16
5747,Diego Medina Vargas,28980760,Civil,8,10,12,14,12
5748,Sebastian Mora Martinez,77455100,Industrial,8,8,14,12,10
5749,Isabella Salinas Silva,67665778,Electrica,7,16,14,19,13
5750,Carolina Molina Rodriguez,45519940,Sistemas,5,15,14,11,12
5751,Renata Soto Cabrera,89772115,Mecanica,4,13,11,16,20
5752,Felipe Mora Perez,30361949,Industrial,8,9,11,14,15
5753,Natalia Flores Romero,64615239,Mecanica,9,15,15,11,12
5754,Lucia Castillo Reyes,39821819,Computacion,10,18,12,11,15
5755,Andrea Reyes Perez,82661504,Electronica,7,14,11,14,16
5756,Marcelo Silva Mora,46768954,Quimica,5,10,16,12,8
5757,Andres Cano Torres,84012174,Sistemas,3,10,4,6,8
5758,Valeria Ramirez Ortiz,62224879,Computacion,4,11,11,18,13
5759,Ana Pena Fernandez,55778365,Sistemas,2,12,13,11,20
5760,Ignacio Garcia Molina,41555298,Ambiental,9,15,12,8,13
5761,Felipe Rojas Herrera,35803439,Mecanica,10,16,16,9,15
5762,Valentina Munoz Navarro,68021220,Sistemas,8,14,12,16,10
5763,Cristian Diaz Chavez,67742212,Quimica,4,20,13,16,9
5764,Felipe Rojas Delgado,76698174,Mecanica,6,15,10,11,13
5765,Julia Chavez Cano,50847821,Biomedica,9,18,16,12,16
5766,Adrian Cabrera Mora,96162576,Mecanica,10,12,13,14,12
5767,Lucia Rodriguez Herrera,39303770,Quimica,7,16,12,13,10
5768,Emilio Herrera Aguilar,44870313,Civil,7,18,10,16,20
5769,Valeria Medina Herrera,65477309,Industrial,7,16,11,12,17
5770,Fernando Alvarez Paredes,92884843,Sistemas,4,8,13,13,15
5771,Monica Vega Salinas,73626733,Computacion,1,8,19,7,16
5772,Julia Jimenez Ortiz,66964531,Mecanica,6,13,8,9,10
5773,Carolina Perez Delgado,18076009,Quimica,4,13,13,17,13
5774,Sofia Espinoza Jimenez,28990446,Mecanica,8,13,11,15,17
5775,Laura Alvarez Jimenez,34892220,Ambiental,1,15,15,18,15
5776,Pablo Mora Ruiz,78973720,Computacion,8,8,10,14,19
5777,Rodrigo Cano Soto,98912733,Biomedica,9,8,16,11,10
5778,Adrian Ramirez Medina,16445936,Industrial,6,17,15,13,13
5779,Andres Guerrero Reyes,18348538,Ambiental,6,16,11,19,11
5780,Patricio Vargas Medina,39730302,Ambiental,5,11,15,17,13
5781,Fernanda Rodriguez Guerrero,79383326,Civil,6,13,18,20,8
5782,Alejandro Espinoza Rios,59356476,Industrial,9,19,11,5,18
5783,Fernanda Cano Rios,96333045,Ambiental,6,10,8,14,13
5784,Raul Mora Molina,83641831,Electronica,3,14,9,7,10
5785,Cecilia Vega Gonzalez,68455942,Electrica,1,11,14,15,9
5786,Fabian Ramos Alvarez,61159681,Mecanica,6,12,12,16,17
5787,Isabella Chavez Rojas,11906600,Biomedica,4,13,18,8,15
5788,Nicolas Mendoza Perez,43901777,Electrica,2,15,17,15,12
5789,Laura Reyes Herrera,14789464,Sistemas,1,9,13,14,6
5790,Cristian Jimenez Pena,37487414,Ambiental,3,18,6,9,14
5791,Carlos Fuentes Vargas,73243558,Electrica,4,6,17,14,14
5792,Maria Cruz Martinez,86113161,Sistemas,9,9,17,16,20
5793,Helena Vargas Castillo,83226232,Mecanica,2,13,14,13,14
5794,Julia Rios Romero,16391540,Electrica,3,8,15,11,11
5795,Emilio Alvarez Martinez,26525523,Computacion,4,18,14,14,18
5796,Nicolas Silva Navarro,13308406,Mecanica,6,18,11,11,19
5797,Javier Ramirez Rios,81967455,Biomedica,2,13,14,14,14
5798,Fernanda Ramirez Ruiz,10105519,Civil,9,18,12,8,8
5799,Tomas Torres Cabrera,86667268,Industrial,7,13,10,7,12
5800,Tomas Mendoza Chavez,35898261,Quimica,2,19,20,12,4
5801,Cecilia Aguilar Vega,31387721,Electrica,5,10,11,13,16
5802,Beatriz Campos Ramirez,38765712,Computacion,5,12,9,15,14
5803,Gloria Ortiz Vega,58000720,Electronica,5,14,18,16,11
5804,Adrian Silva Paredes,71436548,Mecanica,10,14,12,15,17
5805,Gustavo Reyes Castillo,27294411,Mecanica,5,20,13,7,9
5806,Laura Ramirez Jimenez,81636672,Biomedica,10,16,15,6,12
5807,Ignacio Rojas Rios,30387553,Biomedica,8,20,12,17,12
5808,Diana Romero Espinoza,81853296,Civil,2,20,17,16,14
5809,Patricia Reyes Silva,31460752,Electronica,1,8,15,9,12
5810,Gabriela Paredes Munoz,32072760,Biomedica,6,5,20,14,9
5811,Ana Fernandez Chavez,65315484,Mecanica,4,11,13,15,17
5812,Irene Ortiz Fuentes,78398497,Mecanica,8,18,13,6,8
5813,Valentina Ramirez Castillo,21787115,Quimica,1,10,14,15,9
5814,Oscar Perez Medina,85633347,Quimica,1,19,16,10,15
5815,Emilio Lopez Ortiz,52310799,Quimica,6,10,13,9,13
5816,Emilio Cano Silva,68639015,Electrica,7,9,12,15,11
5817,Irene Navarro Soto,41447787,Sistemas,5,14,14,17,6
5818,Raul Ruiz Torres,31396650,Quimica,10,12,20,15,19
5819,Fabian Morales Vega,91901689,Civil,2,13,6,11,11
5820,Julia Munoz Reyes,31639431,Electronica,10,12,17,12,16
5821,Matias Perez Fuentes,43829221,Electronica,7,13,11,17,8
5822,Tomas Mora Castillo,59086880,Quimica,8,16,11,17,20
5823,Hernan Navarro Lopez,61897820,Electronica,2,16,13,17,18
5824,Helena Castillo Chavez,37873503,Civil,7,13,13,16,9
5825,Hugo Rojas Flores,96583133,Electronica,6,11,16,6,18
5826,Pablo Chavez Campos,20871441,Electrica,10,17,17,17,15
5827,Beatriz Molina Salinas,72055746,Civil,7,15,14,14,16
5828,Helena Rios Romero,46650509,Biomedica,7,11,10,13,12
5829,Marco Fernandez Rios,23180774,Civil,8,11,16,15,15
5830,Natalia Medina Espinoza,21563550,Biomedica,4,17,19,10,13
5831,Fabian Diaz Campos,64703163,Mecanica,1,11,4,9,1
5832,Fabian Reyes Romero,47853563,Civil,10,13,14,13,13
5833,Helena Fuentes Herrera,90702573,Industrial,3,12,15,9,16
5834,Camila Munoz Torres,99874763,Mecanica,8,18,17,14,15
5835,Valentina Aguilar Espinoza,21089747,Mecanica,7,17,12,12,14
5836,Cristian Molina Cabrera,75939135,Mecanica,7,14,9,16,7
5837,Sofia Silva Paredes,22384041,Electrica,6,10,8,16,5
5838,Gabriela Mendoza Mendoza,61438219,Sistemas,3,12,11,17,11
5839,Adrian Jimenez Ruiz,52771335,Quimica,3,16,14,11,17
5840,Beatriz Mora Garcia,35141478,Ambiental,10,17,14,3,20
5841,Claudia Mora Ramirez,58850920,Electronica,10,10,11,17,9
5842,Renata Aguilar Herrera,35625911,Electronica,7,15,17,6,17
5843,Irene Rojas Gonzalez,73441949,Ambiental,2,18,12,11,9
5844,Maria Molina Torres,15592226,Mecanica,7,10,13,15,12
5845,Patricia Garcia Aguilar,49748057,Civil,2,17,10,14,8
5846,Lorena Silva Garcia,45037965,Sistemas,3,11,18,7,10
5847,Daniela Rios Cano,41053427,Quimica,3,17,15,9,8
5848,Marco Mendoza Medina,74224157,Electronica,8,19,13,13,16
5849,Isabella Mendoza Reyes,73456054,Electronica,2,8,10,12,6
5850,Gabriela Jimenez Diaz,46334173,Biomedica,5,17,12,11,12
5851,Fabian Lopez Vargas,80282777,Industrial,5,14,15,20,8
5852,Emilio Vega Medina,38830582,Electronica,10,3,14,13,9
5853,Ignacio Ramos Martinez,15481642,Industrial,3,12,10,13,15
5854,Sebastian Morales Mora,19820210,Electronica,9,11,14,13,16
5855,Patricia Medina Morales,92976597,Mecanica,7,10,14,13,18
5856,Marco Perez Silva,63611161,Mecanica,6,14,20,10,16
5857,Pablo Mora Jimenez,49972837,Electrica,9,15,6,6,11
5858,Matias Garcia Soto,19879731,Sistemas,6,20,13,7,15
5859,Rodrigo Gonzalez Ramirez,56642678,Ambiental,9,7,11,13,7
5860,Felipe Soto Castillo,66830856,Ambiental,9,15,14,12,15
5861,Fernanda Silva Sanchez,26031921,Computacion,3,12,12,11,17
5862,Patricio Rios Vega,63019652,Civil,2,16,15,8,20
5863,Leonardo Molina Gonzalez,43918781,Industrial,8,20,14,14,11
5864,Nicolas Vega Cabrera,23177325,Civil,6,10,17,16,19
5865,Ricardo Ruiz Salinas,99481623,Civil,5,14,18,12,11
5866,Gabriela Ramirez Ortiz,20545680,Electronica,10,13,15,6,12
5867,Lorena Rios Martinez,75464654,Ambiental,2,18,15,10,10
5868,Isabella Herrera Castillo,22411671,Industrial,5,20,10,13,15
5869,Tomas Torres Cabrera,24709781,Electronica,2,9,9,9,10
5870,Fernando Campos Martinez,26451954,Quimica,1,18,17,8,8
5871,Leonardo Silva Molina,52406901,Sistemas,9,10,20,12,19
5872,Oscar Ramos Herrera,36997628,Sistemas,5,17,13,17,15
5873,Fernanda Rodriguez Salinas,11136593,Sistemas,7,12,18,14,16
5874,Tomas Salinas Navarro,34011226,Mecanica,5,10,15,8,15
5875,Ignacio Jimenez Mendoza,87546473,Ambiental,3,5,10,19,10
5876,Andres Vargas Aguilar,99597450,Quimica,10,15,11,11,15
5877,Pablo Ramirez Mora,95676903,Biomedica,8,8,15,8,13
5878,Camila Ramos Sanchez,76239926,Sistemas,5,17,11,12,12
5879,Valeria Soto Perez,84822754,Mecanica,5,14,15,15,11
5880,Irene Soto Alvarez,85426043,Sistemas,3,12,11,16,14
5881,Patricia Lopez Gonzalez,83360444,Biomedica,5,14,15,14,17
5882,Ivan Delgado Rojas,61085841,Electronica,9,12,15,20,16
5883,Renata Alvarez Diaz,63843361,Computacion,6,9,15,10,18
5884,Renata Salinas Molina,55974708,Biomedica,8,19,10,12,7
5885,Marcelo Rios Martinez,11473418,Ambiental,7,18,13,16,14
5886,Fernanda Herrera Flores,82493424,Civil,5,9,17,15,12
5887,Valentina Castillo Sanchez,28344513,Mecanica,4,6,20,8,16
5888,Fernanda Navarro Ramos,84624815,Electronica,5,4,11,14,17
5889,Mauricio Fernandez Molina,93932743,Quimica,5,16,13,19,16
5890,Laura Fuentes Ramos,65082169,Sistemas,2,14,15,6,15
5891,Patricio Flores Campos,26479763,Ambiental,9,20,8,10,13
5892,Helena Silva Soto,43727502,Civil,8,8,9,16,12
5893,Mauricio Munoz Paredes,71932313,Industrial,6,14,9,16,20
5894,Diana Cano Rios,83719607,Computacion,1,13,13,19,11
5895,Gloria Reyes Morales,75026839,Ambiental,5,12,11,11,11
5896,Camila Ruiz Paredes,48447805,Electronica,8,20,13,19,11
5897,Andrea Pena Rodriguez,59348792,Mecanica,2,17,12,15,17
5898,Maria Molina Perez,44403668,Computacion,9,16,19,15,7
5899,Alejandro Cabrera Cabrera,75949864,Ambiental,7,18,11,10,17
5900,Oscar Campos Ortiz,82805582,Sistemas,7,14,12,10,20
5901,Ricardo Mendoza Martinez,64268181,Civil,8,13,14,10,14
5902,Monica Cruz Delgado,16761409,Mecanica,7,14,9,11,11
5903,Laura Guerrero Jimenez,98868711,Mecanica,10,17,10,13,13
5904,Matias Navarro Herrera,70667092,Computacion,3,19,16,6,14
5905,Diana Cruz Paredes,54910634,Ambiental,6,11,15,16,8
5906,Fernanda Salinas Navarro,34172671,Electronica,3,9,15,20,17
5907,Valentina Ortiz Guerrero,34291879,Industrial,5,14,14,17,13
5908,Julia Rodriguez Silva,45709834,Civil,8,11,17,9,19
5909,Nicolas Alvarez Morales,32697768,Mecanica,2,19,17,16,14
5910,Diana Cruz Perez,10901306,Ambiental,1,11,16,14,20
5911,Nicolas Pena Jimenez,59620155,Ambiental,2,11,13,16,14
5912,Julia Torres Flores,90517490,Quimica,2,15,16,12,9
5913,Ignacio Aguilar Soto,87869250,Civil,7,4,20,14,18
5914,Marcelo Fuentes Ramirez,91495714,Electronica,9,11,14,13,20
5915,Natalia Medina Sanchez,89956950,Mecanica,4,13,12,13,17
5916,Gustavo Paredes Navarro,54101448,Electrica,2,11,14,7,18
5917,Marcelo Ramirez Mendoza,90018893,Mecanica,8,11,18,16,11
5918,Carlos Cruz Torres,95174683,Electronica,5,18,9,8,15
5919,Sofia Vargas Lopez,62426841,Quimica,2,15,13,6,11
5920,Ana Espinoza Fernandez,27203612,Industrial,1,13,13,6,18
5921,Tomas Gonzalez Lopez,95807303,Computacion,10,17,14,11,12
5922,Maria Vargas Munoz,58463815,Civil,1,11,15,11,13
5923,Tomas Vega Castillo,40220200,Industrial,10,10,9,17,18
5924,Rodrigo Cruz Molina,61236716,Electrica,1,6,11,20,20
5925,Andrea Rios Campos,44068335,Computacion,10,10,15,12,16
5926,Sebastian Molina Paredes,97312088,Computacion,4,18,13,9,18
5927,Maria Fuentes Chavez,64240260,Sistemas,3,11,15,14,19
5928,Gustavo Fuentes Torres,39555787,Mecanica,3,14,8,16,16
5929,Rodrigo Jimenez Mora,29706747,Biomedica,6,14,20,7,11
5930,Valentina Delgado Martinez,72892529,Civil,6,20,10,14,20
5931,Carlos Pena Rios,29086680,Electronica,9,11,11,17,6
5932,Carlos Herrera Delgado,96010695,Mecanica,9,14,7,9,17
5933,Raul Ruiz Gonzalez,82212478,Computacion,5,20,16,10,10
5934,Ana Gonzalez Silva,50193507,Civil,1,8,12,15,16
5935,Emilio Reyes Torres,14671121,Computacion,5,11,9,18,16
5936,Patricia Chavez Fernandez,33432011,Computacion,6,15,12,15,5
5937,Mauricio Vega Munoz,65164195,Ambiental,3,11,10,10,14
5938,Julia Martinez Salinas,18943464,Biomedica,3,12,11,20,14
5939,Antonella Navarro Guerrero,32666369,Electrica,7,13,11,15,10
5940,Tomas Vargas Flores,69155088,Quimica,2,10,14,14,6
5941,Valeria Navarro Perez,22769847,Ambiental,5,11,12,7,11
5942,Diego Mendoza Gonzalez,53892702,Quimica,8,11,13,13,10
5943,Renata Guerrero Rios,73843651,Biomedica,6,12,15,16,9
5944,Fabian Fernandez Rojas,75182062,Civil,4,11,14,11,16
5945,Patricia Fuentes Medina,89454345,Sistemas,8,9,11,15,18
5946,Marco Vargas Herrera,79385823,Electrica,6,7,14,15,6
